,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
6349,Costa Rica,2013.0,female,25-34 years,11.0,386168.0,2.85,"49,745,088,112",11443.0,Millenials
6350,Costa Rica,2013.0,female,35-54 years,13.0,618837.0,2.1,"49,745,088,112",11443.0,Generation X
6351,Costa Rica,2013.0,female,15-24 years,8.0,402392.0,1.99,"49,745,088,112",11443.0,Millenials
6352,Costa Rica,2013.0,male,5-14 years,6.0,373658.0,1.61,"49,745,088,112",11443.0,Generation Z
6353,Costa Rica,2013.0,female,55-74 years,5.0,325956.0,1.53,"49,745,088,112",11443.0,Boomers
6354,Costa Rica,2013.0,female,75+ years,1.0,84743.0,1.18,"49,745,088,112",11443.0,Silent
6355,Costa Rica,2013.0,female,5-14 years,1.0,357050.0,0.28,"49,745,088,112",11443.0,Generation Z
6356,,2014.0,male,,46.0,323941.0,14.2,"50,577,769,838",11485.0,Boomers
6357,Costa Rica,2014.0,male,35-54 years,76.0,616724.0,12.32,"50,577,769,838",11485.0,Generation X
6358,Costa Rica,2014.0,male,25-34 years,49.0,401836.0,12.19,"50,577,769,838",11485.0,Millenials
6359,Costa Rica,2014.0,male,15-24 years,43.0,416344.0,10.33,"50,577,769,838",11485.0,Millenials
6360,Costa Rica,2014.0,male,75+ years,6.0,69706.0,8.61,"50,577,769,838",11485.0,Silent
6361,Costa Rica,2014.0,female,25-34 years,12.0,392153.0,3.06,"50,577,769,838",11485.0,Millenials
6362,Costa Rica,2014.0,female,15-24 years,12.0,400170.0,3.0,"50,577,769,838",11485.0,Millenials
6363,Costa Rica,2014.0,female,75+ years,2.0,88574.0,2.26,"50,577,769,838",11485.0,Silent
6364,Costa Rica,2014.0,female,35-54 years,11.0,627502.0,1.75,"50,577,769,838",11485.0,Generation X
6365,Costa Rica,2014.0,female,55-74 years,5.0,340748.0,1.47,"50,577,769,838",11485.0,Boomers
6366,Costa Rica,2014.0,female,5-14 years,3.0,354701.0,0.85,"50,577,769,838",11485.0,Generation Z
6367,Costa Rica,2014.0,male,5-14 years,3.0,371275.0,0.81,"50,577,769,838",11485.0,Generation Z
6368,Croatia,1995.0,male,75+ years,77.0,73500.0,104.76,"22,387,561,845",4978.0,G.I. Generation
6369,Croatia,1995.0,male,55-74 years,216.0,418200.0,51.65,"22,387,561,845",4978.0,Silent
6370,Croatia,1995.0,male,35-54 years,226.0,659600.0,34.26,"22,387,561,845",4978.0,Boomers
6371,Croatia,1995.0,female,75+ years,39.0,147800.0,26.39,"22,387,561,845",4978.0,G.I. Generation
6372,Croatia,1995.0,male,25-34 years,89.0,356100.0,24.99,"22,387,561,845",4978.0,Generation X
6373,Croatia,1995.0,male,15-24 years,73.0,334000.0,21.86,"22,387,561,845",4978.0,Generation X
6374,Croatia,1995.0,female,55-74 years,99.0,544100.0,18.2,"22,387,561,845",4978.0,Silent
6375,Croatia,1995.0,female,35-54 years,65.0,649700.0,10.0,"22,387,561,845",4978.0,Boomers
6376,Croatia,1995.0,female,25-34 years,21.0,349900.0,6.0,"22,387,561,845",4978.0,Generation X
6377,Croatia,1995.0,female,15-24 years,17.0,322000.0,5.28,"22,387,561,845",4978.0,Generation X
6378,Croatia,1995.0,male,5-14 years,6.0,328700.0,1.83,"22,387,561,845",4978.0,Millenials
6379,Croatia,1995.0,female,5-14 years,1.0,313800.0,0.32,"22,387,561,845",4978.0,Millenials
6380,Croatia,1996.0,male,75+ years,72.0,72100.0,99.86,"23,678,012,697",5610.0,G.I. Generation
6381,Croatia,1996.0,male,55-74 years,270.0,388400.0,69.52,"23,678,012,697",5610.0,Silent
6382,Croatia,1996.0,male,35-54 years,221.0,587800.0,37.6,"23,678,012,697",5610.0,Boomers
6383,Croatia,1996.0,female,75+ years,40.0,144500.0,27.68,"23,678,012,697",5610.0,G.I. Generation
6384,Croatia,1996.0,male,25-34 years,90.0,342100.0,26.31,"23,678,012,697",5610.0,Generation X
6385,Croatia,1996.0,male,15-24 years,80.0,311200.0,25.71,"23,678,012,697",5610.0,Generation X
6386,Croatia,1996.0,female,55-74 years,115.0,519900.0,22.12,"23,678,012,697",5610.0,Silent
6387,Croatia,1996.0,female,35-54 years,65.0,595500.0,10.92,"23,678,012,697",5610.0,Boomers
6388,Croatia,1996.0,female,25-34 years,22.0,338200.0,6.51,"23,678,012,697",5610.0,Generation X
6389,Croatia,1996.0,female,15-24 years,18.0,299900.0,6.0,"23,678,012,697",5610.0,Generation X
6390,Croatia,1996.0,male,5-14 years,,318000.0,1.57,"23,678,012,697",5610.0,Millenials
6391,Croatia,1996.0,female,5-14 years,3.0,303200.0,0.99,"23,678,012,697",5610.0,Millenials
6392,Croatia,1997.0,male,75+ years,65.0,73500.0,88.44,"23,822,087,053",5546.0,G.I. Generation
6393,Croatia,1997.0,male,55-74 years,269.0,395300.0,68.05,"23,822,087,053",5546.0,Silent
6394,Croatia,1997.0,female,75+ years,55.0,147100.0,37.39,"23,822,087,053",5546.0,G.I. Generation
6395,Croatia,1997.0,male,35-54 years,223.0,598000.0,37.29,"23,822,087,053",5546.0,Boomers
6396,Croatia,1997.0,male,15-24 years,72.0,316700.0,22.73,"23,822,087,053",5546.0,Generation X
6397,Croatia,1997.0,female,55-74 years,93.0,528900.0,17.58,"23,822,087,053",5546.0,Silent
6398,Croatia,1997.0,male,25-34 years,60.0,348200.0,17.23,"23,822,087,053",5546.0,Generation X
6399,Croatia,1997.0,female,35-54 years,59.0,606000.0,9.74,"23,822,087,053",5546.0,Boomers
6400,Croatia,1997.0,female,25-34 years,29.0,344100.0,8.43,"23,822,087,053",5546.0,Generation X
6401,Croatia,1997.0,female,15-24 years,16.0,305100.0,5.24,"23,822,087,053",5546.0,Generation X
6402,Croatia,1997.0,male,5-14 years,3.0,323700.0,0.93,"23,822,087,053",5546.0,
6403,Croatia,1997.0,female,5-14 years,2.0,308500.0,0.65,"23,822,087,053",5546.0,Millenials
6404,Croatia,1998.0,male,75+ years,78.0,72300.0,107.88,"25,432,144,406",6015.0,G.I. Generation
6405,Croatia,1998.0,male,55-74 years,274.0,389100.0,70.42,"25,432,144,406",6015.0,Silent
6406,Croatia,1998.0,male,35-54 years,236.0,588700.0,40.09,"25,432,144,406",6015.0,Boomers
6407,Croatia,1998.0,female,75+ years,43.0,144700.0,29.72,"25,432,144,406",6015.0,G.I. Generation
6408,Croatia,1998.0,male,25-34 years,93.0,342700.0,27.14,"25,432,144,406",6015.0,Generation X
6409,Croatia,1998.0,female,55-74 years,132.0,520800.0,25.35,"25,432,144,406",6015.0,Silent
6410,Croatia,1998.0,male,15-24 years,61.0,311800.0,19.56,"25,432,144,406",6015.0,Generation X
6411,Croatia,1998.0,female,35-54 years,75.0,596500.0,12.57,"25,432,144,406",6015.0,Boomers
6412,Croatia,1998.0,female,25-34 years,18.0,338800.0,5.31,"25,432,144,406",6015.0,Generation X
6413,Croatia,1998.0,female,15-24 years,14.0,300300.0,4.66,"25,432,144,406",6015.0,Generation X
6414,Croatia,1998.0,male,5-14 years,3.0,318600.0,0.94,"25,432,144,406",6015.0,Millenials
6415,Croatia,1998.0,female,5-14 years,2.0,303600.0,0.66,"25,432,144,406",6015.0,Millenials
6416,Croatia,1999.0,male,75+ years,77.0,73700.0,104.48,"23,386,945,597",5459.0,G.I. Generation
6417,Croatia,1999.0,male,55-74 years,225.0,394300.0,57.06,"23,386,945,597",5459.0,Silent
6418,Croatia,1999.0,male,35-54 years,245.0,596300.0,41.09,"23,386,945,597",5459.0,Boomers
6419,Croatia,1999.0,female,75+ years,41.0,147000.0,27.89,"23,386,945,597",5459.0,G.I. Generation
6420,Croatia,1999.0,male,25-34 years,93.0,347100.0,26.79,"23,386,945,597",5459.0,Generation X
6421,Croatia,,female,55-74 years,132.0,527500.0,25.02,"23,386,945,597",5459.0,Silent
6422,Croatia,1999.0,male,15-24 years,71.0,315800.0,22.48,"23,386,945,597",5459.0,Generation X
6423,Croatia,1999.0,,35-54 years,70.0,604300.0,11.58,"23,386,945,597",5459.0,Boomers
6424,Croatia,1999.0,,15-24 years,15.0,304300.0,4.93,"23,386,945,597",5459.0,Generation X
6425,Croatia,1999.0,female,25-34 years,14.0,343200.0,4.08,"23,386,945,597",5459.0,Generation X
6426,Croatia,1999.0,male,5-14 years,5.0,322700.0,1.55,"23,386,945,597",5459.0,Millenials
6427,Croatia,1999.0,female,5-14 years,1.0,307600.0,0.33,"23,386,945,597",5459.0,Millenials
6428,,2000.0,male,75+ years,77.0,74000.0,104.05,"21,774,273,832",5288.0,G.I. Generation
6429,Croatia,2000.0,male,55-74 years,229.0,379300.0,60.37,"21,774,273,832",5288.0,Silent
6430,Croatia,2000.0,male,35-54 years,249.0,572300.0,43.51,"21,774,273,832",5288.0,Boomers
6431,,2000.0,female,75+ years,50.0,144600.0,34.58,"21,774,273,832",5288.0,G.I. Generation
6432,Croatia,2000.0,male,25-34 years,77.0,332900.0,23.13,"21,774,273,832",5288.0,Generation X
6433,Croatia,2000.0,female,55-74 years,99.0,506700.0,19.54,"21,774,273,832",5288.0,Silent
6434,Croatia,2000.0,male,15-24 years,57.0,302700.0,18.83,"21,774,273,832",5288.0,Generation X
6435,Croatia,2000.0,female,35-54 years,64.0,579800.0,11.04,"21,774,273,832",5288.0,Boomers
6436,Croatia,2000.0,female,25-34 years,12.0,329100.0,3.65,"21,774,273,832",5288.0,Generation X
6437,Croatia,2000.0,female,15-24 years,9.0,291900.0,3.08,"21,774,273,832",5288.0,Generation X
6438,Croatia,2000.0,male,5-14 years,3.0,309500.0,0.97,"21,774,273,832",5288.0,Millenials
6439,Croatia,2000.0,female,5-14 years,0.0,295200.0,0.0,"21,774,273,832",5288.0,Millenials
6440,Croatia,2001.0,male,75+ years,67.0,72765.0,92.08,"23,289,671,102",5571.0,Silent
6441,Croatia,2001.0,male,55-74 years,228.0,421683.0,54.07,"23,289,671,102",5571.0,Silent
6442,Croatia,2001.0,male,35-54 years,231.0,641519.0,36.01,"23,289,671,102",5571.0,Boomers
6443,Croatia,2001.0,female,75+ years,41.0,,25.01,"23,289,671,102",5571.0,Silent
6444,Croatia,2001.0,male,25-34 years,72.0,296586.0,24.28,"23,289,671,102",5571.0,Generation X
6445,Croatia,2001.0,female,55-74 years,101.0,526940.0,19.17,"23,289,671,102",5571.0,Silent
6446,Croatia,2001.0,male,15-24 years,55.0,308415.0,17.83,"23,289,671,102",5571.0,Millenials
6447,Croatia,2001.0,female,35-54 years,56.0,642506.0,8.72,"23,289,671,102",5571.0,Boomers
6448,Croatia,2001.0,female,25-34 years,17.0,293342.0,5.8,"23,289,671,102",5571.0,Generation X
6449,Croatia,2001.0,female,15-24 years,9.0,295822.0,3.04,"23,289,671,102",5571.0,Millenials
6450,Croatia,,male,5-14 years,3.0,264449.0,1.13,"23,289,671,102",5571.0,Millenials
6451,Croatia,2001.0,female,5-14 years,1.0,252663.0,0.4,"23,289,671,102",5571.0,Millenials
6452,Croatia,2002.0,male,75+ years,84.0,77800.0,107.97,"26,878,499,206",6373.0,Silent
6453,Croatia,2002.0,male,55-74 years,226.0,427000.0,52.93,"26,878,499,206",6373.0,Silent
6454,Croatia,2002.0,female,75+ years,54.0,172600.0,31.29,"26,878,499,206",6373.0,Silent
6455,Croatia,2002.0,male,35-54 years,199.0,647500.0,30.73,"26,878,499,206",6373.0,Boomers
6456,Croatia,2002.0,male,25-34 years,82.0,297500.0,27.56,"26,878,499,206",6373.0,Generation X
6457,Croatia,2002.0,male,15-24 years,53.0,308300.0,17.19,"26,878,499,206",6373.0,Millenials
6458,Croatia,2002.0,female,55-74 years,88.0,530100.0,16.6,"26,878,499,206",6373.0,Silent
6459,Croatia,2002.0,female,35-54 years,54.0,649700.0,,"26,878,499,206",6373.0,Boomers
6460,Croatia,2002.0,female,25-34 years,21.0,293800.0,7.15,"26,878,499,206",6373.0,Generation X
6461,Croatia,2002.0,female,15-24 years,13.0,295800.0,4.39,"26,878,499,206",6373.0,Millenials
6462,Croatia,2002.0,female,5-14 years,0.0,252500.0,0.0,"26,878,499,206",6373.0,Millenials
6463,Croatia,2002.0,male,5-14 years,0.0,264700.0,0.0,"26,878,499,206",6373.0,Millenials
6464,Croatia,2003.0,male,75+ years,80.0,82000.0,97.56,"34,658,113,497",8202.0,Silent
6465,Croatia,2003.0,male,55-74 years,239.0,429500.0,55.65,"34,658,113,497",8202.0,Silent
6466,Croatia,2003.0,male,35-54 years,227.0,647900.0,35.04,"34,658,113,497",8202.0,Boomers
6467,Croatia,2003.0,male,25-34 years,66.0,299000.0,22.07,"34,658,113,497",8202.0,Generation X
6468,Croatia,2003.0,female,75+ years,37.0,178300.0,20.75,"34,658,113,497",8202.0,Silent
6469,Croatia,2003.0,male,15-24 years,57.0,306000.0,18.63,"34,658,113,497",8202.0,Millenials
6470,Croatia,2003.0,female,55-74 years,89.0,530900.0,16.76,"34,658,113,497",8202.0,Silent
6471,Croatia,2003.0,female,35-54 years,47.0,651200.0,7.22,"34,658,113,497",8202.0,Boomers
6472,Croatia,2003.0,female,25-34 years,10.0,294100.0,3.4,"34,658,113,497",8202.0,Generation X
6473,Croatia,2003.0,female,15-24 years,9.0,293600.0,3.07,"34,658,113,497",8202.0,Millenials
6474,Croatia,2003.0,male,5-14 years,3.0,262500.0,1.14,"34,658,113,497",8202.0,Millenials
6475,Croatia,2003.0,female,5-14 years,1.0,250600.0,0.4,"34,658,113,497",8202.0,Millenials
6476,Croatia,2004.0,male,75+ years,111.0,88600.0,125.28,"41,574,530,816",9829.0,Silent
6477,Croatia,2004.0,male,55-74 years,227.0,432700.0,52.46,"41,574,530,816",9829.0,Silent
6478,Croatia,2004.0,male,35-54 years,214.0,644300.0,33.21,"41,574,530,816",9829.0,Boomers
6479,Croatia,2004.0,female,75+ years,43.0,185600.0,23.17,"41,574,530,816",9829.0,Silent
6480,Croatia,2004.0,male,25-34 years,59.0,302300.0,19.52,"41,574,530,816",9829.0,Generation X
6481,Croatia,2004.0,female,55-74 years,87.0,531800.0,16.36,"41,574,530,816",9829.0,Silent
6482,Croatia,2004.0,male,15-24 years,31.0,302100.0,10.26,"41,574,530,816",9829.0,Millenials
6483,Croatia,2004.0,female,35-54 years,64.0,648500.0,9.87,"41,574,530,816",9829.0,Boomers
6484,Croatia,2004.0,female,25-34 years,17.0,296600.0,5.73,"41,574,530,816",9829.0,Generation X
6485,Croatia,2004.0,female,15-24 years,14.0,290300.0,4.82,"41,574,530,816",9829.0,Millenials
6486,Croatia,2004.0,male,5-14 years,3.0,259200.0,1.16,"41,574,530,816",9829.0,Millenials
6487,Croatia,2004.0,female,5-14 years,1.0,247600.0,0.4,"41,574,530,816",9829.0,Millenials
6488,Croatia,2005.0,male,75+ years,78.0,91654.0,85.1,"45,416,358,502",10722.0,Silent
6489,Croatia,2005.0,male,55-74 years,247.0,436810.0,56.55,"45,416,358,502",10722.0,Silent
6490,Croatia,2005.0,male,35-54 years,227.0,643382.0,35.28,"45,416,358,502",10722.0,Boomers
6491,,2005.0,female,75+ years,45.0,190621.0,23.61,"45,416,358,502",10722.0,Silent
6492,Croatia,2005.0,male,25-34 years,58.0,306107.0,18.95,"45,416,358,502",10722.0,Generation X
6493,Croatia,2005.0,female,55-74 years,76.0,534353.0,14.22,"45,416,358,502",10722.0,Silent
6494,Croatia,2005.0,male,15-24 years,39.0,297901.0,13.09,"45,416,358,502",10722.0,Millenials
6495,Croatia,2005.0,female,35-54 years,68.0,647419.0,10.5,"45,416,358,502",10722.0,Boomers
6496,Croatia,2005.0,female,25-34 years,25.0,299476.0,8.35,"45,416,358,502",10722.0,Generation X
6497,Croatia,2005.0,female,15-24 years,9.0,286454.0,3.14,"45,416,358,502",10722.0,Millenials
6498,Croatia,2005.0,male,5-14 years,2.0,256833.0,0.78,"45,416,358,502",10722.0,Millenials
6499,Croatia,2005.0,female,5-14 years,0.0,244865.0,0.0,"45,416,358,502",10722.0,Millenials
6500,Croatia,2006.0,,75+ years,79.0,96962.0,81.48,"50,453,577,898",11914.0,Silent
6501,Croatia,2006.0,male,55-74 years,178.0,440525.0,40.41,"50,453,577,898",11914.0,Silent
6502,Croatia,2006.0,male,35-54 years,207.0,639665.0,32.36,"50,453,577,898",11914.0,Boomers
6503,Croatia,2006.0,female,75+ years,48.0,197868.0,24.26,"50,453,577,898",11914.0,Silent
6504,Croatia,2006.0,male,25-34 years,58.0,310163.0,18.7,"50,453,577,898",11914.0,Generation X
6505,Croatia,2006.0,female,55-74 years,90.0,534005.0,16.85,"50,453,577,898",11914.0,Silent
6506,Croatia,2006.0,male,15-24 years,49.0,293976.0,16.67,"50,453,577,898",11914.0,Millenials
6507,Croatia,2006.0,female,35-54 years,67.0,644066.0,10.4,"50,453,577,898",11914.0,Boomers
6508,Croatia,2006.0,female,15-24 years,11.0,282298.0,3.9,"50,453,577,898",11914.0,Millenials
6509,Croatia,2006.0,female,25-34 years,6.0,302776.0,1.98,"50,453,577,898",11914.0,Generation X
6510,Croatia,2006.0,male,5-14 years,2.0,252215.0,0.79,"50,453,577,898",11914.0,Millenials
6511,Croatia,2006.0,female,5-14 years,1.0,240427.0,0.42,"50,453,577,898",11914.0,Millenials
6512,Croatia,2007.0,male,75+ years,85.0,101664.0,83.61,"60,093,222,709",14204.0,Silent
6513,Croatia,2007.0,male,55-74 years,206.0,443939.0,46.4,"60,093,222,709",14204.0,Silent
6514,Croatia,2007.0,male,35-54 years,198.0,637678.0,31.05,"60,093,222,709",14204.0,Boomers
6515,Croatia,2007.0,female,75+ years,45.0,204595.0,21.99,"60,093,222,709",14204.0,Silent
6516,Croatia,2007.0,male,25-34 years,52.0,312108.0,16.66,"60,093,222,709",14204.0,Generation X
6517,Croatia,2007.0,female,55-74 years,84.0,533554.0,15.74,"60,093,222,709",14204.0,Silent
6518,Croatia,2007.0,male,15-24 years,34.0,289325.0,11.75,"60,093,222,709",14204.0,Millenials
6519,Croatia,2007.0,female,35-54 years,45.0,642644.0,7.0,"60,093,222,709",14204.0,Boomers
6520,Croatia,2007.0,female,15-24 years,11.0,277133.0,3.97,"60,093,222,709",14204.0,Millenials
6521,Croatia,2007.0,female,25-34 years,11.0,303954.0,3.62,"60,093,222,709",14204.0,Generation X
6522,Croatia,2007.0,female,5-14 years,2.0,236481.0,0.85,"60,093,222,709",14204.0,Generation Z
6523,Croatia,2007.0,male,5-14 years,2.0,247780.0,0.81,"60,093,222,709",14204.0,Generation Z
6524,Croatia,2008.0,male,75+ years,115.0,105525.0,108.98,"70,481,451,449",16680.0,Silent
6525,Croatia,2008.0,male,55-74 years,200.0,450580.0,44.39,"70,481,451,449",16680.0,Silent
6526,Croatia,2008.0,male,35-54 years,202.0,632952.0,31.91,"70,481,451,449",16680.0,Boomers
6527,Croatia,2008.0,female,75+ years,48.0,210591.0,22.79,"70,481,451,449",16680.0,Silent
6528,Croatia,2008.0,male,25-34 years,49.0,314031.0,15.6,"70,481,451,449",16680.0,Generation X
6529,Croatia,2008.0,male,15-24 years,40.0,284857.0,14.04,"70,481,451,449",16680.0,Millenials
6530,Croatia,2008.0,female,55-74 years,72.0,536698.0,13.42,"70,481,451,449",16680.0,Silent
6531,Croatia,2008.0,female,35-54 years,47.0,638100.0,7.37,"70,481,451,449",16680.0,Boomers
6532,Croatia,2008.0,female,25-34 years,9.0,305383.0,2.95,"70,481,451,449",16680.0,Generation X
6533,Croatia,2008.0,female,15-24 years,7.0,272369.0,2.57,"70,481,451,449",16680.0,Millenials
6534,Croatia,2008.0,male,5-14 years,3.0,242691.0,1.24,"70,481,451,449",16680.0,Generation Z
6535,Croatia,2008.0,female,5-14 years,1.0,231806.0,0.43,"70,481,451,449",16680.0,Generation Z
6536,Croatia,2009.0,male,75+ years,107.0,110100.0,97.18,"62,703,143,057",14872.0,Silent
6537,Croatia,2009.0,male,55-74 years,199.0,455148.0,43.72,"62,703,143,057",14872.0,Silent
6538,Croatia,2009.0,male,35-54 years,,628629.0,35.0,"62,703,143,057",14872.0,Boomers
6539,Croatia,2009.0,female,75+ years,53.0,216621.0,24.47,"62,703,143,057",14872.0,Silent
6540,Croatia,2009.0,male,15-24 years,45.0,278610.0,16.15,"62,703,143,057",14872.0,Millenials
6541,Croatia,2009.0,male,25-34 years,44.0,316164.0,13.92,"62,703,143,057",14872.0,Generation X
6542,Croatia,2009.0,female,55-74 years,63.0,537865.0,11.71,"62,703,143,057",14872.0,Silent
6543,Croatia,2009.0,female,35-54 years,45.0,634366.0,7.09,"62,703,143,057",14872.0,Boomers
6544,Croatia,2009.0,female,25-34 years,7.0,306319.0,2.29,"62,703,143,057",14872.0,Generation X
6545,Croatia,2009.0,female,15-24 years,4.0,267054.0,1.5,"62,703,143,057",14872.0,Millenials
6546,,2009.0,male,5-14 years,3.0,238176.0,1.26,"62,703,143,057",14872.0,Generation Z
6547,Croatia,2009.0,female,5-14 years,0.0,226998.0,0.0,"62,703,143,057",14872.0,Generation Z
6548,Croatia,2010.0,male,75+ years,99.0,114205.0,86.69,"59,829,574,391",14232.0,Silent
6549,Croatia,2010.0,male,55-74 years,215.0,461893.0,46.55,"59,829,574,391",14232.0,Silent
6550,Croatia,2010.0,male,35-54 years,186.0,621977.0,29.9,"59,829,574,391",14232.0,Generation X
6551,Croatia,2010.0,,75+ years,46.0,221668.0,20.75,"59,829,574,391",14232.0,Silent
6552,Croatia,2010.0,male,15-24 years,40.0,272848.0,14.66,"59,829,574,391",14232.0,Millenials
6553,Croatia,2010.0,male,25-34 years,44.0,316471.0,13.9,"59,829,574,391",14232.0,Generation X
6554,Croatia,2010.0,female,55-74 years,75.0,541827.0,13.84,"59,829,574,391",14232.0,Silent
6555,Croatia,2010.0,female,35-54 years,50.0,627682.0,7.97,"59,829,574,391",14232.0,Generation X
6556,Croatia,2010.0,female,15-24 years,13.0,261670.0,4.97,"59,829,574,391",14232.0,Millenials
6557,Croatia,2010.0,female,25-34 years,7.0,306249.0,2.29,"59,829,574,391",14232.0,Generation X
6558,Croatia,2010.0,female,5-14 years,1.0,222940.0,0.45,"59,829,574,391",14232.0,Generation Z
6559,Croatia,2010.0,male,5-14 years,0.0,234533.0,0.0,"59,829,574,391",14232.0,Generation Z
6560,Croatia,2011.0,male,75+ years,95.0,118029.0,80.49,"62,375,044,443",14890.0,Silent
6561,Croatia,2011.0,male,55-74 years,188.0,467142.0,40.24,"62,375,044,443",14890.0,Boomers
6562,Croatia,2011.0,male,35-54 years,148.0,616577.0,24.0,"62,375,044,443",14890.0,Generation X
6563,Croatia,2011.0,male,25-34 years,63.0,314331.0,20.04,"62,375,044,443",14890.0,Millenials
6564,Croatia,2011.0,female,75+ years,43.0,225925.0,19.03,"62,375,044,443",14890.0,
6565,Croatia,2011.0,female,55-74 years,68.0,545430.0,12.47,"62,375,044,443",14890.0,Boomers
6566,Croatia,2011.0,male,15-24 years,24.0,269755.0,8.9,"62,375,044,443",14890.0,Millenials
6567,Croatia,2011.0,female,35-54 years,52.0,621895.0,8.36,"62,375,044,443",14890.0,Generation X
6568,Croatia,2011.0,female,25-34 years,11.0,304202.0,3.62,,14890.0,Millenials
6569,Croatia,2011.0,female,15-24 years,8.0,258495.0,3.09,"62,375,044,443",14890.0,Millenials
6570,Croatia,2011.0,male,5-14 years,2.0,229413.0,0.87,"62,375,044,443",14890.0,Generation Z
6571,Croatia,2011.0,female,5-14 years,0.0,217835.0,0.0,"62,375,044,443",14890.0,Generation Z
6572,Croatia,2012.0,male,75+ years,99.0,122607.0,80.75,"56,565,475,275",13952.0,Silent
6573,Croatia,2012.0,male,55-74 years,207.0,465550.0,44.46,"56,565,475,275",13952.0,Boomers
6574,Croatia,2012.0,male,35-54 years,201.0,591018.0,34.01,"56,565,475,275",13952.0,Generation X
6575,Croatia,2012.0,female,75+ years,46.0,232222.0,19.81,"56,565,475,275",13952.0,Silent
6576,Croatia,2012.0,male,25-34 years,51.0,294314.0,17.33,"56,565,475,275",13952.0,Millenials
6577,Croatia,2012.0,male,15-24 years,35.0,256849.0,13.63,"56,565,475,275",13952.0,Millenials
6578,Croatia,2012.0,female,55-74 years,73.0,541956.0,13.47,"56,565,475,275",13952.0,Boomers
6579,Croatia,2012.0,female,35-54 years,42.0,594104.0,7.07,"56,565,475,275",13952.0,Generation X
6580,Croatia,2012.0,female,25-34 years,13.0,283419.0,4.59,"56,565,475,275",13952.0,Millenials
6581,Croatia,2012.0,female,15-24 years,5.0,245431.0,2.04,"56,565,475,275",13952.0,Millenials
6582,Croatia,2012.0,male,5-14 years,3.0,219008.0,1.37,"56,565,475,275",13952.0,Generation Z
6583,Croatia,2012.0,female,5-14 years,1.0,207818.0,0.48,"56,565,475,275",13952.0,Generation Z
6584,Croatia,2013.0,male,75+ years,85.0,126153.0,67.38,"58,085,856,019",14362.0,Silent
6585,Croatia,2013.0,male,55-74 years,174.0,469173.0,37.09,"58,085,856,019",14362.0,Boomers
6586,Croatia,2013.0,male,35-54 years,186.0,587482.0,31.66,"58,085,856,019",14362.0,
6587,Croatia,2013.0,male,25-34 years,59.0,291832.0,20.22,"58,085,856,019",14362.0,Millenials
6588,Croatia,2013.0,male,15-24 years,41.0,254643.0,16.1,"58,085,856,019",14362.0,Millenials
6589,,2013.0,female,75+ years,35.0,237107.0,14.76,"58,085,856,019",14362.0,Silent
6590,Croatia,2013.0,female,55-74 years,48.0,544041.0,8.82,"58,085,856,019",14362.0,Boomers
6591,Croatia,2013.0,female,35-54 years,48.0,589432.0,8.14,"58,085,856,019",14362.0,Generation X
6592,,2013.0,female,25-34 years,9.0,281138.0,3.2,"58,085,856,019",14362.0,Millenials
6593,Croatia,2013.0,female,15-24 years,6.0,243263.0,2.47,"58,085,856,019",14362.0,Millenials
6594,Croatia,2013.0,male,5-14 years,1.0,215702.0,0.46,"58,085,856,019",14362.0,Generation Z
6595,Croatia,2013.0,female,5-14 years,0.0,204491.0,0.0,"58,085,856,019",14362.0,Generation Z
6596,Croatia,2014.0,male,75+ years,97.0,129205.0,75.07,"57,629,518,806",14299.0,Silent
6597,Croatia,2014.0,male,55-74 years,193.0,473836.0,40.73,"57,629,518,806",14299.0,Boomers
6598,Croatia,2014.0,male,35-54 years,167.0,582938.0,28.65,"57,629,518,806",14299.0,Generation X
6599,Croatia,2014.0,female,75+ years,42.0,240853.0,17.44,"57,629,518,806",14299.0,Silent
6600,Croatia,2014.0,male,15-24 years,37.0,251460.0,14.71,"57,629,518,806",14299.0,Millenials
6601,Croatia,2014.0,male,25-34 years,42.0,287190.0,14.62,"57,629,518,806",14299.0,Millenials
6602,Croatia,2014.0,female,55-74 years,71.0,547211.0,12.97,"57,629,518,806",14299.0,Boomers
6603,Croatia,2014.0,female,35-54 years,49.0,583896.0,8.39,"57,629,518,806",14299.0,Generation X
6604,Croatia,2014.0,female,15-24 years,12.0,240071.0,5.0,"57,629,518,806",14299.0,Millenials
6605,Croatia,2014.0,female,25-34 years,11.0,277195.0,3.97,"57,629,518,806",14299.0,Millenials
6606,Croatia,2014.0,female,5-14 years,1.0,202723.0,0.49,"57,629,518,806",14299.0,Generation Z
6607,Croatia,2014.0,male,5-14 years,0.0,213874.0,0.0,"57,629,518,806",14299.0,Generation Z
6608,Croatia,2015.0,male,75+ years,104.0,131896.0,78.85,"49,425,513,611",12351.0,Silent
6609,Croatia,2015.0,male,55-74 years,207.0,476580.0,43.43,"49,425,513,611",12351.0,Boomers
6610,Croatia,2015.0,male,35-54 years,155.0,575410.0,26.94,"49,425,513,611",12351.0,Generation X
6611,Croatia,2015.0,female,75+ years,56.0,243369.0,23.01,"49,425,513,611",,Silent
6612,Croatia,2015.0,male,25-34 years,41.0,280212.0,14.63,"49,425,513,611",12351.0,Millenials
6613,Croatia,2015.0,male,15-24 years,34.0,247562.0,13.73,"49,425,513,611",12351.0,Millenials
